reviewerID,first_interaction,last_interaction,frequency,monetary,avg_rating,distinct_categories,recency,customer_age_T,r_score,f_score,m_score,rfm_segment,rfm_composite_score,cluster,pca_x,pca_y,pca_z,is_outlier,centroid_distance,clv_pred,p_active,churn_probability,expected_transactions_1y,projected_clv_1y,churn_risk_level,persona,priority_level,marketing_strategy,preferred_channel,discount_incentive
A000072J,2024-05-18,2025-11-02,9,657.49,4.222222222222222,9,60,593,3,3,2,332,2.7,0,0.1048,0.2878,0.5337,False,1.386,318.82,0.616,0.384,3.41,230.73,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000073X,2025-09-08,2025-12-29,17,2414.73,4.705882352941177,17,3,115,5,5,5,555,5.0,3,2.2552,0.5682,0.0625,False,0.879,3114.87,0.702,0.298,36.61,4814.68,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000074Z,2025-11-01,2025-11-07,2,262.03,1.5,2,55,61,3,1,1,311,1.8000000000000003,1,-2.9293,-1.1229,-2.1855,False,2.947,991.25,0.44,0.56,5.26,638.25,Medium,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000075X,2024-02-20,2024-12-16,10,1203.45,3.7,10,381,681,1,3,3,133,2.1999999999999997,0,-0.1088,-0.9913,0.7919,False,0.506,34.55,0.05,0.95,0.27,29.86,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000076X,2024-02-01,2025-02-21,9,1041.73,3.4444444444444446,9,314,700,2,3,3,233,2.5999999999999996,0,-0.3752,-1.0598,0.4637,False,0.161,49.38,0.116,0.884,0.54,58.4,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000077E,2024-03-01,2024-12-16,10,1192.8600000000001,3.3,10,381,671,1,3,3,133,2.1999999999999997,0,-0.328,-1.3553,0.4177,False,0.349,35.2,0.05,0.95,0.27,30.04,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000078W,2025-09-05,2025-12-29,21,3059.41,4.666666666666667,21,3,118,5,5,5,555,5.0,3,2.5527,0.3181,0.0547,False,1.01,4064.5,0.702,0.298,36.61,4938.17,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000079D,2024-02-13,2025-06-17,7,836.54,3.7142857142857144,7,198,688,2,2,2,222,2.0,0,-0.4598,-0.4706,0.5103,False,0.6,105.39,0.399,0.601,1.48,163.76,Medium,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000080W,2025-09-02,2025-12-26,28,3510.79,4.5,28,6,121,4,5,5,455,4.6,3,2.6656,-0.1977,0.1419,False,1.079,4721.63,0.626,0.374,32.63,3788.44,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000081W,2024-02-07,2025-07-24,3,309.55,4.666666666666667,3,161,694,2,1,1,211,1.4000000000000001,1,-1.1161,1.274,1.211,False,1.779,108.02,0.655,0.345,1.03,98.81,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000082B,2024-02-14,2025-03-07,14,1628.12,2.5,14,300,687,2,4,4,244,3.2,0,-0.2462,-2.335,-0.3797,False,1.493,71.71,0.05,0.95,0.37,40.05,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000083K,2024-01-25,2025-12-07,15,2104.91,3.8,15,25,707,3,5,5,355,4.2,3,1.1858,-0.6362,-0.0834,False,0.776,581.0,0.685,0.315,5.3,688.99,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000084Q,2025-09-04,2025-12-21,22,2892.18,4.363636363636363,22,11,119,4,5,5,455,4.6,3,2.1593,-0.2528,0.1925,False,0.608,3548.28,0.486,0.514,25.33,3082.89,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000085B,2024-01-26,2025-06-18,11,1463.97,3.5454545454545454,11,197,706,2,4,4,244,3.2,0,0.145,-1.0918,0.4139,False,0.463,132.67,0.222,0.778,1.26,155.4,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000086U,2024-04-15,2025-12-04,7,1033.31,4.428571428571429,7,28,626,3,2,3,323,2.7,2,0.4642,0.6067,0.4523,False,1.254,439.04,0.721,0.279,2.94,402.23,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000087M,2024-01-08,2024-12-26,9,1297.33,3.0,9,371,724,1,3,4,134,2.5,0,-0.5117,-1.6064,0.1253,False,0.654,35.03,0.077,0.923,0.35,46.39,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000088Z,2024-02-14,2024-12-31,5,882.16,3.4,5,366,687,1,2,3,123,1.9,0,-0.971,-0.7831,0.4333,False,0.716,33.34,0.283,0.717,0.75,122.69,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000089E,2025-08-04,2025-12-16,2,78.89,3.5,2,16,150,4,1,1,411,2.2,1,-2.3478,1.5427,-0.8452,False,1.43,974.68,0.737,0.263,3.59,130.96,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000090C,2025-09-01,2025-11-18,6,391.33,4.0,6,44,122,3,2,1,321,2.1,2,-0.5755,0.5864,0.1524,False,1.345,969.99,0.37,0.63,6.65,401.37,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000091K,2025-09-15,2025-12-26,23,3093.23,4.695652173913044,23,6,108,4,5,5,455,4.6,3,2.5298,0.1427,0.3033,False,0.957,4110.07,0.626,0.374,32.63,4063.48,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000092L,2024-03-06,2025-02-10,12,1912.45,3.4166666666666665,12,325,666,1,4,5,145,3.1,0,0.2042,-1.5019,0.5065,False,0.723,72.16,0.05,0.95,0.33,48.52,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000093Z,2024-02-06,2025-02-16,10,1062.34,3.5,10,319,695,1,3,3,133,2.1999999999999997,0,-0.2553,-1.0748,0.5298,False,0.217,48.53,0.078,0.922,0.41,40.22,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000094P,2025-06-18,2025-12-31,9,1016.1600000000001,3.3333333333333335,9,1,197,5,3,3,533,3.8,2,0.6304,0.1909,-1.5803,False,1.096,1436.82,0.762,0.238,12.71,1328.3,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000095F,2024-01-06,2025-02-12,9,1001.99,2.7777777777777777,9,323,726,1,3,3,133,2.1999999999999997,0,-0.7614,-1.6635,-0.1507,False,0.922,42.84,0.119,0.881,0.54,55.44,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000096G,2025-08-02,2025-12-31,4,590.69,4.25,4,1,152,5,2,2,522,3.2,2,0.1912,1.6552,-0.8071,False,0.799,1343.86,0.765,0.235,7.35,1004.41,Low,Potential Loyalists,Medium (Activate),Offer membership/loyalty program onboarding and recommend category bestsellers.,Automated Onboarding Email Drip,10% - 15% on second/third purchase
A000097E,2025-07-05,2025-12-31,7,977.69,3.5714285714285716,7,1,180,5,2,3,523,3.5,2,0.5431,0.5517,-1.3765,False,0.713,1479.53,0.763,0.237,10.83,1400.52,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000098T,2025-07-27,2025-12-31,5,608.18,3.6,5,1,158,5,2,2,522,3.2,2,0.0178,0.9427,-1.3993,False,0.722,1331.12,0.764,0.236,8.82,993.88,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000099M,2025-09-03,2025-12-26,27,3336.4,4.518518518518518,27,6,120,4,5,5,455,4.6,3,2.6139,-0.1391,0.1536,False,1.019,4394.5,0.626,0.374,32.63,3733.6,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000100S,2025-09-02,2025-12-26,20,2408.28,4.4,20,6,121,4,5,5,455,4.6,3,2.1023,0.0531,0.0023,False,0.521,2970.28,0.626,0.374,32.63,3638.24,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000101S,2025-09-02,2025-12-20,24,2672.13,4.458333333333333,24,12,121,4,5,5,455,4.6,3,2.2147,-0.1999,0.313,False,0.665,3160.9,0.457,0.543,23.84,2457.93,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000102J,2024-03-28,2025-02-24,5,680.01,3.2,5,311,644,2,2,2,222,2.0,0,-1.2048,-0.8125,0.1687,False,0.938,49.63,0.325,0.675,0.92,115.92,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000103F,2024-04-26,2025-12-01,8,806.79,4.0,8,31,615,3,3,2,332,2.7,2,0.1611,0.2262,0.0834,False,1.089,397.75,0.706,0.294,3.35,313.14,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000104J,2025-08-17,2025-12-31,7,1029.52,3.7142857142857144,7,1,137,5,2,3,523,3.5,2,0.6515,0.6609,-1.2399,False,0.594,1675.19,0.761,0.239,14.2,1933.16,Low,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000105R,2024-02-08,2024-10-04,3,311.11,3.3333333333333335,3,454,693,1,1,1,111,1.0,1,-2.0456,-0.228,0.3614,False,0.857,13.85,0.408,0.592,0.64,61.9,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000106K,2024-01-30,2025-12-02,14,2123.12,3.5,14,30,702,3,4,5,345,3.9000000000000004,3,0.9383,-0.9262,-0.3005,False,1.205,574.01,0.673,0.327,4.9,687.8,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000107Z,2025-09-19,2025-12-31,4,728.97,2.75,4,1,104,5,2,2,522,3.2,2,-0.4792,0.1861,-2.1959,False,1.795,1599.76,0.763,0.237,10.71,1807.48,Low,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000108L,2024-01-17,2024-11-08,8,1077.64,3.625,8,419,715,1,3,3,133,2.1999999999999997,0,-0.4091,-0.9254,0.7369,False,0.435,23.24,0.072,0.928,0.3,36.88,High,At-Risk Customers,Critical (Win Back Immediately),"Urgent win-back campaigns, personalized reactivation discounts, and satisfaction surveys.",SMS Alert + Re-engagement Email Series,20% - 25% Time-limited reactivation coupon
A000109D,2024-03-29,2025-10-15,11,926.38,4.0,11,78,643,3,4,3,343,3.3000000000000003,0,0.2996,-0.2342,0.459,False,0.999,279.62,0.533,0.467,3.33,259.56,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000110Q,2025-09-03,2025-12-27,16,1892.83,4.6875,16,5,120,4,5,5,455,4.6,3,1.9586,0.5802,0.1819,False,0.697,2416.1,0.661,0.339,32.16,3522.42,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000111C,2024-04-23,2025-10-26,12,1190.41,4.083333333333333,12,67,618,3,4,3,343,3.3000000000000003,3,0.6003,-0.2701,0.5003,False,1.098,359.03,0.54,0.46,3.83,351.36,Medium,Loyal Customers,High (Nurture & Expand),Upsell higher-tier products and cross-sell accessories in related categories.,Targeted Email Newsletter & In-App Banners,10% on bundles or loyalty point multipliers
A000112E,2024-03-05,2025-11-25,10,923.37,3.5,10,37,667,3,3,3,333,3.0,0,0.1125,-0.4495,-0.2951,False,0.94,353.06,0.681,0.319,3.72,318.4,Medium,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000113H,2024-04-21,2024-04-21,1,214.23,5.0,1,620,620,1,1,1,111,1.0,1,-2.0448,1.7704,1.9646,False,2.19,4.94,0.599,0.401,0.35,69.91,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000114X,2024-01-24,2024-07-28,3,198.68,4.0,3,522,708,1,1,1,111,1.0,1,-1.9971,0.5393,1.0108,False,0.911,7.89,0.361,0.639,0.56,34.27,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000115Z,2024-03-08,2025-02-14,13,1583.73,2.6923076923076925,13,321,664,1,4,4,144,2.8,0,-0.2339,-2.1254,-0.1809,False,1.218,64.25,0.05,0.95,0.36,40.3,High,Critical Reviewers,High (Service Recovery),Proactive customer success contact to resolve friction and collect feedback.,Direct Customer Support Outreach,Apology credit / Replacement support voucher
A000116X,2024-04-29,2024-06-28,3,318.46000000000004,4.333333333333333,3,552,612,1,1,1,111,1.0,1,-1.5387,0.6297,1.3718,False,1.456,8.45,0.276,0.724,0.49,48.53,High,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000117N,2024-02-05,2024-07-07,3,329.17,4.666666666666667,3,543,696,1,1,1,111,1.0,1,-1.3367,0.9264,1.6789,False,1.86,7.42,0.338,0.662,0.53,54.02,High,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000118T,2024-01-26,2025-12-23,9,1363.56,4.666666666666667,9,9,706,4,3,4,434,3.7,3,1.1815,0.864,0.2997,False,0.991,478.07,0.752,0.248,3.5,490.73,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000119M,2025-05-05,2025-05-05,1,77.59,4.0,1,241,241,2,1,1,211,1.4000000000000001,1,-3.0043,1.5326,0.6089,False,1.251,162.48,0.599,0.401,0.91,65.14,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
A000120C,2025-11-05,2025-12-31,8,1071.21,3.75,8,1,57,5,3,3,533,3.8,2,0.7958,0.6106,-1.1956,False,0.664,2053.58,0.748,0.252,38.32,4750.54,Low,Champions (VIPs),High (Preserve & Delight),"Reward loyalty with exclusive early access, VIP beta programs, and personal perks.",Dedicated VIP Email & Personal Concierge,0% - 5% (Focus on exclusivity rather than deep discounts)
A000121N,2024-01-13,2025-03-13,3,585.02,3.3333333333333335,3,294,719,2,1,2,212,1.7000000000000002,1,-1.5612,-0.383,0.2331,False,1.231,45.23,0.554,0.446,0.84,152.46,Medium,Hibernating / Casuals,Low (Low Touch),Automated low-cost liquidation campaigns or seasonal clearance alerts.,Mass Marketing / Retargeting Ads,Standard clearance promos (avoid expensive direct sales outreach)
